97.8,21.2,7.5,5.856,3.446
97.8,21.2,10,6.14,3.595
97.8,21.2,15,6.034,3.54
97.8,21.2,20,6.318,3.689
97.8,21.2,25,5.985,3.515
97.8,21.2,30,6.378,3.718
97.8,21.2,35,7.913,4.512
97.8,21.2,40,8.265,4.7
97.8,21.2,50,8.476,4.88
97.8,21.2,60,8.305,4.717
97.8,21.2,70,7.888,4.488
98,21.2,0,4.643,2.739
98,21.2,2.5,4.943,2.916
98,21.2,5,5.49,3.24
98,21.2,7.5,5.865,3.451
98,21.2,10,6.142,3.596
98,21.2,15,6.028,3.536
98,21.2,20,6.314,3.686
98,21.2,25,5.981,3.514
98,21.2,30,6.404,3.731
98,21.2,35,7.934,4.522
98,21.2,40,8.251,4.692
98,21.2,50,8.477,4.881
98,21.2,60,8.283,4.703
98,21.2,70,7.871,4.478
98.2,21.2,0,4.665,2.754
98.2,21.2,2.5,4.957,2.925
98.2,21.2,5,5.492,3.242
98.2,21.2,7.5,5.861,3.448
